no;age;education;married;nodegree;re74;re75;re78;Ins;race;treat;treat_multi
893;43;12;1;0;17633.401;26854.839;28076.805;1;white;0;3
894;43;12;1;0;17633.401;26854.839;28076.805;1;white;0;3
895;23;12;1;0;17672.587;14322.581;12294.685;0;black;0;3
896;22;12;1;0;17703.935;12532.258;20688.172;1;white;0;3
897;30;12;1;0;17760.754;17366.129;19210.445;1;black;0;2
898;28;12;0;0;17829.328;5012.9032;16240.215;1;white;0;2
899;28;12;1;0;17829.328;11100;20688.172;1;white;0;3
900;21;12;0;0;17829.328;12945.823;26599.078;1;white;0;3
901;28;13;1;0;17876.35;15396.774;22452.578;1;white;0;3
902;25;14;1;0;17939.047;14322.581;9974.6544;1;white;0;3
903;54;12;1;0;18025.255;18798.387;23643.625;0;white;0;2
904;26;16;1;0;18025.255;19872.581;20983.717;1;white;0;3
905;26;16;1;0;18025.255;23274.194;28076.805;1;white;0;3
906;49;13;1;0;18221.181;17903.226;17732.719;0;white;0;2
907;21;13;0;0;18221.181;21125.806;21870.353;1;black;0;3
908;26;16;1;0;18221.181;22379.032;18471.582;1;white;0;3
909;30;12;1;0;18338.737;25422.581;22165.899;1;black;0;3
910;21;13;1;0;18417.108;8951.6129;27337.942;1;white;0;3
911;33;12;1;0;18417.108;12890.323;20688.172;1;white;0;3
912;33;12;1;0;18417.108;14412.097;20688.172;0;white;0;3
913;40;12;1;0;18417.108;17545.161;17289.401;1;white;0;3
914;27;16;1;0;18417.108;18798.387;25860.215;1;white;0;3
915;21;12;1;0;18417.108;19693.548;28224.578;1;white;0;3
916;31;12;1;0;18593.442;14814.919;16254.992;0;white;0;3
917;27;14;1;0;18613.035;0;13299.539;1;black;0;2
918;47;17;1;0;18613.035;10025.806;35465.438;1;white;0;3
919;32;12;1;0;18613.035;16112.903;17732.719;1;black;0;2
920;28;12;0;0;18613.035;17008.065;19949.309;1;black;0;3
921;35;14;1;0;18613.035;19693.548;22424.501;1;white;0;3
922;26;14;1;0;18613.035;19693.548;28076.805;1;white;0;3
923;37;12;1;0;18613.035;21483.871;23052.535;1;white;0;2
924;23;12;0;0;18613.035;23274.194;32953.303;1;white;0;3
925;44;12;1;0;18613.035;23632.258;19210.445;1;black;0;2
926;44;12;1;0;18613.035;23632.258;19210.445;1;black;0;2
927;36;12;1;0;18613.035;25064.516;33692.166;1;black;0;3
928;26;12;1;0;18677.69;18261.29;24973.579;1;white;0;3
929;23;14;1;0;18722.754;21662.903;28076.805;1;white;0;3
930;32;13;1;0;18808.961;14143.548;26599.078;1;black;0;3
931;33;12;0;0;18808.961;16028.758;17502.194;1;white;0;2
932;37;12;1;0;18808.961;16112.903;32509.985;1;black;0;2
933;27;12;1;0;18808.961;17187.097;19505.991;1;white;0;3
934;43;12;1;0;18808.961;17903.226;26155.76;0;white;0;3
935;27;16;1;0;18808.961;17903.226;18471.582;1;white;0;3
936;24;12;1;0;18808.961;17903.226;18323.81;1;white;0;2
937;24;12;1;0;18808.961;18798.387;23052.535;1;white;0;3
938;34;12;0;0;18848.147;30435.484;12560.676;1;black;0;3
939;42;12;1;0;18879.495;17008.065;19210.445;1;white;0;3
940;24;13;1;0;18881.454;16112.903;12560.676;1;black;0;3
941;27;12;1;0;18924.558;11995.161;22165.899;1;white;0;3
942;23;12;1;0;19004.888;13427.419;13299.539;1;black;0;3
943;26;16;1;0;19004.888;16112.903;26599.078;1;white;0;3
944;27;12;1;0;19004.888;19693.548;19210.445;1;black;0;2
945;37;12;1;0;19004.888;25959.677;25860.215;1;black;0;3
946;37;12;1;0;19016.644;20893.065;16993.856;0;white;0;3
947;26;12;1;0;19055.829;0;13299.539;0;hispanic;0;3
948;23;12;1;0;19096.974;20683.597;16993.856;1;white;0;3
949;26;13;1;0;19200.815;14680.645;18471.582;1;white;0;3
950;27;16;1;0;19200.815;17688.387;0;1;white;0;3
951;27;12;0;0;19200.815;19514.516;23643.625;1;white;0;3
952;29;14;1;0;19200.815;21483.871;23052.535;1;white;0;3
953;25;16;1;0;19200.815;22558.065;33396.621;1;white;0;3
954;26;12;1;0;19263.511;13024.597;24627.791;1;white;0;3
955;22;14;1;0;19279.185;17616.774;17289.401;1;white;0;3
956;28;12;1;0;19298.778;0;29554.531;1;white;0;2
957;46;12;1;0;19394.782;19201.21;20431.048;1;white;0;3
958;33;17;0;0;19396.741;0;1539.7911;1;white;0;3
959;23;12;1;0;19396.741;12532.258;25121.352;1;white;0;2
960;23;12;1;0;19396.741;12532.258;0;0;white;0;3
961;23;13;1;0;19396.741;17903.226;31032.258;1;white;0;3
962;26;16;1;0;19396.741;25780.645;25564.67;1;white;0;3
963;24;16;0;0;19494.705;15217.742;23643.625;1;black;0;3
964;37;12;1;0;19586.79;12030.968;14777.266;1;black;0;3
965;50;16;0;0;19592.668;0;23643.625;1;white;0;2
966;26;13;1;0;19592.668;0;23643.625;1;white;0;3
967;21;12;0;0;19592.668;716.12903;22165.899;1;black;0;2
968;25;12;1;0;19592.668;5370.9677;24642.568;1;black;0;2
969;24;13;1;0;19592.668;11637.097;18442.028;1;black;0;3
970;24;12;0;0;19592.668;11995.161;19210.445;1;black;0;3
971;32;14;1;0;19592.668;12335.323;14777.266;1;black;0;2
972;27;16;1;0;19592.668;12532.258;17720.897;1;white;0;3
973;21;12;1;0;19592.668;12532.258;17732.719;1;hispanic;0;3
974;24;16;1;0;19592.668;12890.323;31032.258;1;white;0;3
975;45;14;1;0;19592.668;13606.452;17732.719;1;white;0;3
976;38;12;1;0;19592.668;13964.516;16286.025;1;white;0;2
977;27;15;1;0;19592.668;14859.677;23643.625;1;white;0;2
978;20;12;1;0;19592.668;16709.081;12708.449;1;black;0;3
979;23;12;1;0;19592.668;17008.065;22165.899;1;black;0;2
980;33;12;1;0;19592.668;17008.065;25014.955;1;white;0;3
981;24;13;1;0;19592.668;17187.097;22313.671;1;white;0;3
982;44;12;1;0;19592.668;17187.097;15368.356;0;white;0;3
983;34;12;1;0;19592.668;17366.129;19210.445;1;black;0;2
984;23;12;1;0;19592.668;17366.129;14777.266;1;black;0;2
985;27;12;1;0;19592.668;17724.194;25121.352;1;black;0;3
986;25;16;1;0;19592.668;17903.226;25712.442;1;white;0;3
987;22;12;1;0;19592.668;17903.226;23643.625;1;white;0;3
988;24;16;0;0;19592.668;17903.226;16993.856;1;white;0;3
989;23;12;1;0;19592.668;17903.226;16254.992;1;white;0;3
990;31;16;1;0;19592.668;17903.226;17732.719;1;white;0;3
991;23;12;1;0;19592.668;17903.226;26599.078;1;black;0;3
992;27;12;1;0;19592.668;18082.258;32657.757;1;white;0;3
993;20;12;1;0;19592.668;18619.355;23643.625;0;black;0;3
994;20;12;1;0;19592.668;18798.387;17732.719;1;white;0;3
995;52;15;1;0;19592.668;18798.387;17437.174;0;white;0;2
996;33;16;1;0;19592.668;19335.484;26599.078;0;white;0;3
997;40;12;1;0;19592.668;19335.484;21279.263;0;white;0;2
998;31;12;1;0;19592.668;19466.177;20259.631;1;black;0;2
999;35;12;1;0;19592.668;19693.548;22535.33;1;white;0;3
1000;33;12;0;0;19592.668;19693.548;13299.539;0;white;0;3
1001;22;12;1;0;19592.668;19693.548;17732.719;1;white;0;3
1002;29;16;1;0;19592.668;20588.71;42854.071;1;black;0;3
1003;26;12;1;0;19592.668;21125.806;21982.661;0;white;0;3
1004;23;12;1;0;19592.668;21215.323;24884.916;1;white;0;3
1005;30;12;1;0;19592.668;21483.871;23348.08;0;white;0;3
1006;43;12;1;0;19592.668;21483.871;22165.899;1;white;0;3
1007;43;12;1;0;19592.668;21483.871;22165.899;1;white;0;2
1008;31;12;1;0;19592.668;21483.871;25121.352;1;white;0;3
1009;23;12;1;0;19592.668;21483.871;20688.172;1;white;0;3
1010;23;13;1;0;19592.668;21483.871;21279.263;1;white;0;3
1011;28;16;1;0;19592.668;21483.871;32509.985;1;white;0;3
1012;30;12;1;0;19592.668;21483.871;29554.531;1;white;0;2
1013;53;12;1;0;19592.668;21483.871;23643.625;0;black;0;2
1014;32;12;1;0;19592.668;21483.871;29554.531;0;white;0;3
1015;43;12;1;0;19592.668;21739.887;29338.783;1;white;0;3
1016;43;12;1;0;19592.668;21739.887;29338.783;1;white;0;3
1017;37;17;0;0;19592.668;23005.645;22165.899;1;white;0;3
1018;23;12;1;0;19592.668;23274.194;21427.035;1;black;0;2
1019;28;12;1;0;19592.668;24169.355;25860.215;1;black;0;2
1020;27;14;0;0;19592.668;25064.516;28815.668;1;black;0;2
1021;46;12;0;0;19592.668;25064.516;29554.531;0;white;0;3
1022;30;12;1;0;19592.668;26854.839;25897.158;1;black;0;3
1023;35;17;1;0;19592.668;44758.065;36943.164;1;white;0;3
1024;26;15;1;0;19596.587;19335.484;23643.625;1;white;0;3
1025;25;12;1;0;19641.65;8736.7742;23643.625;0;white;0;2
1026;24;12;1;0;19706.305;6624.1935;25121.352;1;white;0;2
1027;22;14;1;0;19727.857;20141.129;22284.117;1;white;0;3
1028;27;13;1;0;19735.695;20051.613;36943.164;0;white;0;3
1029;36;12;1;0;19749.409;25064.516;23643.625;1;black;0;3
1030;35;13;1;0;19788.595;21269.032;14777.266;1;white;0;3
1031;34;12;1;0;19788.595;23274.194;31032.258;1;black;0;3
1032;28;14;1;0;19984.521;12532.258;31032.258;1;white;0;3
1033;18;12;1;0;19984.521;23274.194;26599.078;1;white;0;3
1034;21;12;1;0;20068.77;21215.323;56892.473;0;white;0;3
1035;28;16;1;0;20082.485;19335.484;21279.263;1;black;0;3
1036;24;14;1;0;20141.263;0;0;0;white;0;3
1037;30;12;1;0;20180.448;15754.839;33987.711;0;white;0;3
1038;42;12;1;0;20180.448;17455.645;0;0;white;0;3
1039;24;12;1;0;20180.448;19693.548;29554.531;1;white;0;3
1040;40;12;1;0;20180.448;19693.548;17732.719;1;white;0;3
1041;25;17;1;0;20180.448;21036.29;22904.762;0;white;0;3
1042;27;17;1;0;20180.448;21578.758;28520.123;1;white;0;3
1043;24;16;1;0;20200.041;17903.226;42854.071;0;white;0;3
1044;25;16;0;0;20233.348;19335.484;23052.535;1;black;0;3
1045;53;16;1;0;20343.067;20112.484;19930.098;0;white;0;2
1046;28;12;1;0;20376.375;17903.226;32509.985;1;white;0;3
1047;20;12;1;0;20376.375;18655.161;16993.856;1;white;0;3
1048;26;12;1;0;20376.375;20946.774;22165.899;1;white;0;3
1049;33;12;1;0;20503.727;21483.871;20688.172;0;white;0;3
1050;24;14;0;0;20572.301;11637.097;12412.903;0;white;0;3
1051;38;12;0;0;20572.301;14322.581;16254.992;1;black;0;2
1052;27;12;1;0;20572.301;17545.161;24530.261;1;white;0;3
1053;27;16;1;0;20572.301;18619.355;88663.594;1;white;0;3
1054;31;13;1;0;20572.301;18798.387;29554.531;0;white;0;3
1055;26;15;1;0;20572.301;18798.387;23643.625;1;white;0;3
1056;28;16;1;0;20572.301;18798.387;22165.899;1;white;0;3
1057;26;17;1;0;20572.301;18977.419;35465.438;1;white;0;3
1058;52;12;1;0;20572.301;18977.419;20688.172;0;white;0;3
1059;25;12;1;0;20572.301;20588.71;22461.444;0;white;0;3
1060;24;12;1;0;20572.301;20767.742;22165.899;1;white;0;3
1061;41;12;1;0;20572.301;21483.871;25310.501;0;white;0;2
1062;40;12;1;0;20572.301;24772.694;32586.826;1;white;0;2
1063;40;12;1;0;20572.301;24772.694;32586.826;1;white;0;2
1064;32;13;1;0;20572.301;25064.516;7388.6329;0;white;0;3
1065;24;12;1;0;20572.301;25959.677;31032.258;1;black;0;3
1066;46;12;1;0;20572.301;32225.806;7882.1935;1;black;0;2
1067;31;13;1;0;20572.301;33658.065;31032.258;1;white;0;3
1068;25;15;0;0;20738.839;21483.871;39011.982;1;white;0;3
1069;29;12;1;0;20768.228;0;44331.797;1;white;0;2
1070;25;14;0;0;20768.228;14322.581;17437.174;1;white;0;3
1071;42;16;1;0;20768.228;19693.548;22165.899;1;white;0;3
1072;24;12;1;0;20768.228;23274.194;27485.714;1;white;0;3
1073;25;14;1;0;20768.228;23274.194;26303.533;1;black;0;3
1074;44;12;1;0;20895.58;12174.194;20963.029;0;white;0;2
1075;27;12;0;0;20964.155;18440.323;23348.08;0;white;0;3
1076;28;14;1;0;20964.155;20588.71;28446.237;1;white;0;3
1077;33;16;1;0;20964.155;21483.871;22018.126;1;white;0;3
1078;25;16;1;0;20964.155;24706.452;26229.647;1;white;0;3
1079;26;12;1;0;21116.978;22379.032;25121.352;1;black;0;2
1080;39;12;1;0;21138.53;20366.71;15049.167;0;white;0;2
1081;31;14;1;0;21140.489;20141.129;19653.763;1;white;0;3
1082;31;14;1;0;21140.489;20141.129;19653.763;1;white;0;3
1083;23;13;1;0;21160.081;17903.226;23643.625;1;black;0;2
1084;42;12;1;0;21160.081;21483.871;12232.621;1;white;0;3
1085;36;14;1;0;21160.081;23460.387;0;0;white;0;3
1086;26;12;1;0;21160.081;24169.355;21279.263;1;white;0;3
1087;46;17;0;0;21258.045;24094.161;24787.386;1;white;0;3
1088;31;12;1;0;21356.008;15038.71;35465.438;0;white;0;3
1089;27;12;1;0;21356.008;20588.71;21722.581;1;black;0;3
1090;25;12;1;0;21512.749;26586.29;25558.759;0;hispanic;0;3
1091;42;16;1;0;21551.935;0;41376.344;0;white;0;3
1092;28;12;1;0;21551.935;8366.1774;0;0;white;0;3
1093;28;12;1;0;21551.935;10562.903;21722.581;1;white;0;3
1094;27;13;1;0;21551.935;14322.581;16254.992;1;white;0;3
1095;35;12;1;0;21551.935;14322.581;15638.78;1;black;0;2
1096;35;12;1;0;21551.935;14322.581;15638.78;1;black;0;2
1097;26;12;1;0;21551.935;15217.742;26599.078;1;white;0;3
1098;19;12;1;0;21551.935;15754.839;19210.445;1;white;0;3
1099;29;12;1;0;21551.935;17008.065;20688.172;1;white;0;3
1100;34;12;1;0;21551.935;17903.226;25121.352;1;black;0;2
1101;28;16;1;0;21551.935;18619.355;44331.797;1;white;0;3
1102;31;16;1;0;21551.935;18798.387;23348.08;1;white;0;3
1103;37;15;0;0;21551.935;19210.161;17732.719;1;black;0;3
1104;40;12;1;0;21551.935;19693.548;31032.258;0;white;0;2
1105;37;12;1;0;21551.935;19693.548;44331.797;1;white;0;3
1106;48;12;1;0;21551.935;20230.645;0;0;white;0;3
1107;43;12;1;0;21551.935;20588.71;19210.445;1;white;0;3
1108;26;16;1;0;21551.935;20588.71;28815.668;1;white;0;3
1109;29;12;1;0;21551.935;20588.71;19949.309;1;white;0;3
1110;27;12;1;0;21551.935;21120.435;23052.535;1;white;0;3
1111;22;14;1;0;21551.935;21483.871;23200.307;1;white;0;3
1112;23;12;1;0;21551.935;21483.871;26599.078;1;white;0;3
1113;21;12;1;0;21551.935;21483.871;12534.077;1;white;0;3
1114;36;12;1;0;21551.935;21483.871;23643.625;1;white;0;3
1115;26;16;1;0;21551.935;21483.871;29492.467;1;white;0;3
1116;33;12;1;0;21551.935;21483.871;21427.035;1;white;0;3
1117;37;12;1;0;21551.935;22379.032;24382.488;1;white;0;3
1118;29;16;0;0;21551.935;22737.097;33248.848;1;white;0;3
1119;25;14;1;0;21551.935;22916.129;31505.131;1;white;0;3
1120;27;16;1;0;21551.935;23274.194;27633.487;1;white;0;3
1121;41;17;1;0;21551.935;23274.194;22904.762;1;white;0;3
1122;29;16;1;0;21551.935;23274.194;23643.625;1;white;0;3
1123;34;14;1;0;21551.935;23274.194;22165.899;1;white;0;3
1124;45;12;1;0;21551.935;23632.258;26633.066;0;white;0;3
1125;41;12;1;0;21551.935;24885.484;21427.035;1;black;0;2
1126;35;13;1;0;21551.935;25959.677;26423.229;1;black;0;3
1127;23;12;1;0;21551.935;25959.677;58665.745;1;white;0;3
1128;43;17;0;0;21551.935;25959.677;36943.164;0;white;0;3
1129;21;12;1;0;21551.935;26138.71;38420.891;1;white;0;3
1130;22;12;1;0;21551.935;26765.323;35465.438;1;white;0;3
1131;25;17;1;0;21551.935;31151.613;53937.02;1;white;0;3
1132;23;16;1;0;21551.935;35806.452;44331.797;1;white;0;3
1133;28;14;1;0;21649.898;26854.839;22165.899;1;white;0;3
1134;44;13;1;0;21679.287;21918.919;22165.899;0;white;0;3
1135;23;12;0;0;21747.862;11413.306;2216.5899;1;white;0;3
1136;39;14;1;0;21747.862;21841.935;18619.355;1;white;0;3
1137;23;12;1;0;21865.418;21483.871;25121.352;0;white;0;3
1138;24;14;1;0;21869.336;26353.548;18767.127;1;black;0;3
1139;24;13;1;0;21922.236;24742.258;35317.665;0;hispanic;0;3
1140;51;12;1;0;21943.788;19156.452;24382.488;0;white;0;2
1141;34;12;1;0;21943.788;20409.677;21131.49;0;white;0;3
1142;27;12;1;0;21943.788;20588.71;18323.81;1;white;0;3
1143;29;17;1;0;21943.788;21752.419;22165.899;1;white;0;3
1144;26;14;1;0;21943.788;25959.677;36943.164;1;black;0;3
1145;26;13;1;0;21953.585;5671.7419;25860.215;1;hispanic;0;2
1146;23;14;0;0;22139.715;18798.387;41376.344;1;white;0;3
1147;46;12;1;0;22139.715;22622.516;23643.625;1;white;0;3
1148;27;12;0;0;22139.715;25422.581;61768.971;1;white;0;3
1149;30;17;1;0;22139.715;27929.032;33248.848;1;black;0;3
1150;25;12;1;0;22139.715;33300;29554.531;1;black;0;3
1151;27;14;1;0;22218.086;23306.419;26599.078;1;white;0;3
1152;27;17;1;0;22237.678;22379.032;14777.266;1;white;0;3
1153;50;12;1;0;22306.253;27544.113;26876.891;1;white;0;3
1154;50;12;1;0;22306.253;27544.113;26876.891;1;white;0;3
1155;50;12;1;0;22306.253;27544.113;26876.891;0;white;0;2
1156;48;12;1;0;22321.927;23881.113;25399.164;0;white;0;3
1157;24;16;1;0;22335.642;22880.323;29037.327;1;white;0;3
1158;25;12;1;0;22335.642;24169.355;31032.258;0;hispanic;0;3
1159;37;12;1;0;22441.442;16385.032;23269.76;0;white;0;3
1160;37;12;1;0;22441.442;16385.032;23269.76;0;white;0;3
1161;29;12;1;0;22531.568;18619.355;23643.625;1;black;0;2
1162;27;15;1;0;22531.568;20588.71;35465.438;1;white;0;3
1163;41;12;1;0;22531.568;20946.774;22165.899;0;hispanic;0;3
1164;29;12;1;0;22531.568;21483.871;22165.899;1;white;0;3
1165;27;16;1;0;22531.568;21483.871;23643.625;1;white;0;3
1166;44;12;1;0;22531.568;22379.032;23643.625;1;white;0;3
1167;26;13;1;0;22531.568;22379.032;37238.71;1;white;0;3
1168;34;12;1;0;22531.568;22379.032;26599.078;1;white;0;3
1169;20;12;1;0;22531.568;23274.194;24382.488;1;white;0;3
1170;43;14;1;0;22531.568;23274.194;28520.123;0;white;0;3
1171;47;12;1;0;22531.568;25028.71;25564.67;0;hispanic;0;2
1172;31;12;1;0;22531.568;25064.516;29554.531;1;white;0;3
1173;33;12;1;0;22531.568;26496.774;24973.579;1;white;0;3
1174;24;12;0;0;22531.568;26854.839;29554.531;1;black;0;3
1175;27;16;0;0;22531.568;30435.484;42854.071;0;white;0;3
1176;23;14;1;0;22531.568;33658.065;26599.078;1;white;0;3
1177;27;17;1;0;22594.265;18261.29;28815.668;1;white;0;3
1178;50;16;0;0;22629.532;19693.548;17732.719;0;white;0;2
1179;22;14;1;0;22682.432;24706.452;20688.172;1;white;0;3
1180;31;12;1;0;22727.495;1503.871;27781.26;1;black;0;2
1181;34;12;1;0;22727.495;18619.355;20688.172;1;white;0;2
1182;28;12;1;0;22727.495;20051.613;22904.762;1;white;0;3
1183;26;12;1;0;22727.495;21483.871;26599.078;0;white;0;3
1184;46;12;1;0;22727.495;21841.935;22904.762;0;white;0;3
1185;27;17;1;0;22727.495;22379.032;24086.943;1;white;0;3
1186;47;13;1;0;22727.495;22558.065;24382.488;0;white;0;3
1187;29;17;1;0;22923.422;21483.871;27042.396;1;white;0;3
1188;24;16;0;0;22923.422;22379.032;26451.306;0;white;0;3
1189;30;16;1;0;22923.422;23274.194;28076.805;1;white;0;3
1190;23;12;1;0;22982.2;24033.29;14777.266;1;white;0;2
1191;27;15;1;0;23119.348;0;0;1;white;0;3
1192;25;12;1;0;23119.348;24074.468;25195.238;1;white;0;3
1193;26;12;1;0;23315.275;26767.113;27633.487;1;white;0;3
1194;26;12;1;0;23511.202;0;0;1;white;0;3
1195;25;12;1;0;23511.202;11279.032;21279.263;0;white;0;3
1196;32;12;1;0;23511.202;13785.484;31032.258;0;white;0;3
1197;32;12;1;0;23511.202;13964.516;66497.696;0;hispanic;0;3
1198;50;16;0;0;23511.202;14322.581;39973.982;1;white;0;3
1199;25;13;0;0;23511.202;14322.581;20850.722;1;white;0;3
1200;33;12;1;0;23511.202;14322.581;23643.625;1;black;0;2
1201;27;12;1;0;23511.202;15038.71;12738.003;1;white;0;3
1202;28;16;1;0;23511.202;16112.903;22018.126;1;black;0;3
1203;28;12;1;0;23511.202;16112.903;0;1;white;0;3
1204;38;12;1;0;23511.202;16112.903;30293.395;1;white;0;3
1205;31;12;1;0;23511.202;17903.226;22165.899;1;white;0;3
1206;28;12;1;0;23511.202;18798.387;36943.164;1;white;0;3
1207;43;12;1;0;23511.202;19421.419;13559.619;1;black;0;2
1208;37;17;1;0;23511.202;19693.548;76841.782;1;black;0;3
1209;37;17;1;0;23511.202;19693.548;76841.782;1;black;0;2
1210;23;12;1;0;23511.202;19854.677;18914.9;1;white;0;3
1211;55;12;1;0;23511.202;20588.71;22165.899;0;white;0;2
1212;34;17;1;0;23511.202;20588.71;23421.966;1;white;0;3
1213;28;17;1;0;23511.202;20946.774;69453.149;1;white;0;3
1214;31;14;1;0;23511.202;21483.871;27830.025;1;white;0;3
1215;28;12;1;0;23511.202;21483.871;23643.625;1;white;0;3
1216;25;12;1;0;23511.202;21483.871;25121.352;1;hispanic;0;3
1217;54;15;1;0;23511.202;21483.871;59109.063;1;white;0;3
1218;42;12;0;0;23511.202;21483.871;22165.899;1;black;0;2
1219;35;12;1;0;23511.202;21483.871;29554.531;1;white;0;2
1220;27;13;0;0;23511.202;21483.871;22165.899;1;white;0;3
1221;45;12;1;0;23511.202;21483.871;0;1;white;0;2
1222;26;12;1;0;23511.202;21483.871;31623.349;1;black;0;2
1223;28;16;1;0;23511.202;21483.871;11821.813;1;white;0;3
1224;30;16;1;0;23511.202;21483.871;22165.899;1;white;0;3
1225;24;12;1;0;23511.202;21483.871;23052.535;0;hispanic;0;3
1226;26;14;1;0;23511.202;22020.968;22165.899;1;white;0;3
1227;35;14;1;0;23511.202;22379.032;22165.899;1;white;0;3
1228;42;17;1;0;23511.202;22379.032;0;0;white;0;2
1229;42;17;1;0;23511.202;22379.032;0;1;white;0;3
1230;28;16;1;0;23511.202;22379.032;27337.942;1;white;0;3
1231;28;12;1;0;23511.202;22379.032;29554.531;1;white;0;3
1232;27;14;1;0;23511.202;22558.065;23531.318;1;white;0;3
1233;35;16;1;0;23511.202;22737.097;21834.888;1;white;0;3
1234;55;12;1;0;23511.202;22916.129;17732.719;0;white;0;3
1235;36;14;1;0;23511.202;23274.194;33248.848;1;white;0;2
1236;42;16;1;0;23511.202;23274.194;29554.531;1;hispanic;0;3
1237;22;12;1;0;23511.202;23274.194;26155.76;1;white;0;3
1238;33;12;1;0;23511.202;23274.194;36943.164;1;black;0;2
1239;38;12;1;0;23511.202;23274.194;25121.352;1;white;0;2
1240;48;16;1;0;23511.202;23274.194;39898.618;1;white;0;3
1241;48;16;1;0;23511.202;23274.194;39898.618;1;white;0;3
1242;25;13;1;0;23511.202;23456.806;26007.988;1;white;0;3
1243;23;14;1;0;23511.202;24169.355;31032.258;1;white;0;3
1244;31;16;1;0;23511.202;24706.452;28963.441;1;white;0;3
1245;26;12;1;0;23511.202;24885.484;26599.078;0;white;0;3
1246;32;12;1;0;23511.202;25064.516;26599.078;1;white;0;2
1247;29;13;1;0;23511.202;25064.516;0;0;white;0;3
1248;29;13;1;0;23511.202;25064.516;0;1;white;0;3
1249;30;16;1;0;23511.202;25243.548;27042.396;1;white;0;3
1250;47;14;1;0;23511.202;25565.806;23974.636;1;black;0;2
1251;51;12;1;0;23511.202;25601.613;25121.352;1;black;0;2
1252;26;14;1;0;23511.202;25780.645;31032.258;1;white;0;3
1253;32;16;1;0;23511.202;25959.677;35465.438;1;white;0;3
1254;35;14;1;0;23511.202;26496.774;29554.531;1;white;0;3
1255;35;14;1;0;23511.202;26496.774;29554.531;0;white;0;3
1256;54;12;1;0;23511.202;26854.839;2049.6068;0;white;0;3
1257;55;12;1;0;23511.202;26854.839;26599.078;1;white;0;3
1258;55;12;1;0;23511.202;26854.839;26599.078;1;white;0;2
1259;38;12;1;0;23511.202;26854.839;29554.531;1;white;0;3
1260;25;12;0;0;23511.202;26854.839;18176.037;1;white;0;3
1261;30;12;1;0;23511.202;28645.161;32509.985;1;white;0;3
1262;25;17;1;0;23511.202;29003.226;28076.805;1;white;0;3
1263;39;12;0;0;23511.202;31509.677;15516.129;1;white;0;3
1264;28;14;1;0;23511.202;32225.806;36943.164;0;white;0;3
1265;47;12;1;0;23511.202;32225.806;17732.719;0;black;0;3
1266;39;17;1;0;23511.202;35448.387;32509.985;1;white;0;3
1267;49;12;1;0;23511.202;35806.452;23643.625;1;white;0;3
1268;21;12;1;0;23511.202;50129.032;0;1;white;0;3
1269;31;14;1;0;23707.128;20767.742;23939.171;1;white;0;3
1270;27;12;1;0;23707.128;21483.871;33987.711;1;white;0;3
1271;37;12;1;0;23707.128;22200;22904.762;0;white;0;3
1272;51;12;1;0;23707.128;22379.032;19411.416;0;white;0;3
1273;29;12;1;0;23707.128;26854.839;28076.805;1;white;0;3
1274;27;14;1;0;23707.128;29540.323;23200.307;1;white;0;3
1275;24;13;1;0;23903.055;1790.3226;449.22888;1;white;0;3
1276;32;12;1;0;23903.055;24812.081;12412.903;1;white;0;3
1277;31;17;1;0;23903.055;25601.613;27042.396;1;white;0;3
1278;46;12;0;0;23918.729;12532.258;0;1;white;0;2
1279;40;15;1;0;24001.018;23274.194;26599.078;0;hispanic;0;3
1280;27;16;1;0;24098.982;7161.2903;36204.301;1;white;0;3
1281;27;17;1;0;24098.982;22200;25860.215;1;white;0;3
1282;28;14;1;0;24098.982;22379.032;27337.942;1;white;0;3
1283;29;17;1;0;24098.982;24527.419;23643.625;1;white;0;3
1284;36;13;1;0;24098.982;25064.516;25564.67;1;white;0;3
1285;23;12;1;0;24098.982;26854.839;17437.174;1;white;0;3
1286;28;12;1;0;24294.908;18261.29;21427.035;1;white;0;3
1287;28;12;1;0;24383.075;15217.742;19210.445;1;white;0;3
1288;34;12;1;0;24486.916;22200;22904.762;1;white;0;3
1289;41;12;1;0;24490.835;14322.581;22165.899;1;white;0;2
1290;25;13;1;0;24490.835;18261.29;0;1;white;0;3
1291;45;12;1;0;24490.835;21483.871;10639.631;1;white;0;3
1292;45;12;1;0;24490.835;21483.871;28076.805;1;black;0;3
1293;41;12;1;0;24490.835;21483.871;33987.711;1;white;0;3
1294;35;16;0;0;24490.835;21841.935;24825.806;1;white;0;3
1295;35;13;1;0;24490.835;23274.194;25121.352;1;black;0;3
1296;29;16;1;0;24490.835;23453.226;25860.215;1;white;0;3
1297;28;13;1;0;24490.835;23868.581;23495.853;1;white;0;3
1298;35;13;1;0;24490.835;23990.323;22165.899;1;white;0;3
1299;35;16;1;0;24490.835;24169.355;25638.556;1;white;0;3
1300;30;12;1;0;24490.835;25064.516;29554.531;1;white;0;3
1301;29;12;1;0;24490.835;25064.516;28076.805;1;white;0;3
1302;26;14;1;0;24490.835;25717.984;26643.41;1;black;0;3
1303;28;16;1;0;24490.835;26460.968;45809.524;1;white;0;3
1304;30;16;1;0;24490.835;26854.839;38420.891;1;white;0;3
1305;26;17;0;0;24490.835;26854.839;29702.304;1;white;0;3
1306;22;13;1;0;24490.835;26854.839;39159.754;1;white;0;3
1307;22;12;1;0;24490.835;26854.839;25121.352;1;white;0;3
